business_name,industry,city,state_code,state_name,address,phone,has_website,website_url,website_confidence,lead_score,source,created_at,notes
A1 Avondale Roof Specialists,Roofing,Avondale,AZ,Arizona,"9732 Madison Ave, Avondale, AZ 37319",(602) 515-3668,True,,0.82,53,sweep_v25,2026-06-06T04:42:54.820610,Target for Modern Trade template demo
National Roofing Co. of Yonkers,Roofing,Yonkers,NY,New York,"371 School St, Yonkers, NY 62650",(917) 535-9639,False,,0.87,88,sweep_v25,2026-06-06T04:42:54.820652,Target for Modern Trade template demo
ABC Galveston Heating & Cooling,HVAC,Galveston,TX,Texas,"7294 Franklin St, Galveston, TX 59097",(254) 799-4650,False,,0.88,87,sweep_v25,2026-06-06T04:42:54.820693,Target for Modern Trade template demo
One Hour Air & Heating of Parker,HVAC,Parker,AZ,Arizona,"8757 Valley Blvd, Parker, AZ 89125",(520) 295-8466,True,,0.68,43,sweep_v25,2026-06-06T04:42:54.820734,Target for Modern Trade template demo
Pioneer Air & Heating of Surprise,HVAC,Surprise,AZ,Arizona,"863 Highland Ave, Surprise, AZ 63358",(520) 957-3469,True,,0.61,45,sweep_v25,2026-06-06T04:42:54.820776,Target for Modern Trade template demo
Casa Texas City Taqueria,Restaurant,Texas City,TX,Texas,"6131 Elm St, Texas City, TX 34382",(979) 285-9117,True,,0.85,42,sweep_v25,2026-06-06T04:42:54.820819,Target for Elegant Food template demo
Blue The Colony Grille,Restaurant,The Colony,TX,Texas,"8907 Valley Blvd, The Colony, TX 98701",(409) 427-4220,True,,0.77,43,sweep_v25,2026-06-06T04:42:54.820860,Target for Elegant Food template demo
Economy Metal Roofing,Roofing,San Luis,AZ,Arizona,"1926 Commerce St, San Luis, AZ 93970",(928) 396-7851,False,,0.72,100,sweep_v25,2026-06-06T04:42:54.820904,Target for Modern Trade template demo
Great Tempe Taqueria,Restaurant,Tempe,AZ,Arizona,"7810 Business Park Dr, Tempe, AZ 53706",(928) 627-7023,True,,0.88,40,sweep_v25,2026-06-06T04:42:54.820951,Target for Elegant Food template demo
El Eatery,Restaurant,Odessa,TX,Texas,"4653 Sunset Blvd, Odessa, TX 61734",(409) 424-6353,False,,0.81,84,sweep_v25,2026-06-06T04:42:54.820994,Target for Elegant Food template demo
State Bisbee Taqueria,Restaurant,Bisbee,AZ,Arizona,"5897 Maple Dr, Bisbee, AZ 97438",(480) 823-9989,False,,0.88,87,sweep_v25,2026-06-06T04:42:54.821035,Target for Elegant Food template demo
Lone Star Roofing Services of Prescott Valley,Roofing,Prescott Valley,AZ,Arizona,"637 State St, Prescott Valley, AZ 62745",(928) 502-7064,False,,0.86,94,sweep_v25,2026-06-06T04:42:54.821077,Target for Modern Trade template demo
Original Pizzeria,Restaurant,Mechanicville,NY,New York,"2303 State St, Mechanicville, NY 25270",(315) 481-7807,False,,0.89,85,sweep_v25,2026-06-06T04:42:54.821119,Target for Elegant Food template demo
Lone Star Roof & Gutter,Roofing,Mission,TX,Texas,"7491 Park Ave, Mission, TX 42472",(817) 853-4202,True,,0.79,61,sweep_v25,2026-06-06T04:42:54.821161,Target for Modern Trade template demo
Desert Roofing Services of Chino Valley,Roofing,Chino Valley,AZ,Arizona,"761 Park Ave, Chino Valley, AZ 40471",(520) 983-1983,False,,0.72,91,sweep_v25,2026-06-06T04:42:54.821226,Target for Modern Trade template demo
Valley HVAC Services of Amsterdam,HVAC,Amsterdam,NY,New York,"6656 Hill St, Amsterdam, NY 73531",(585) 559-6179,True,,0.86,44,sweep_v25,2026-06-06T04:42:54.821277,Target for Modern Trade template demo
National Huntsville Comfort Systems,HVAC,Huntsville,TX,Texas,"6823 3rd St, Huntsville, TX 51878",(409) 597-9063,True,,0.68,55,sweep_v25,2026-06-06T04:42:54.821321,Target for Modern Trade template demo
Home Abilene Heating & Cooling,HVAC,Abilene,TX,Texas,"2856 Center St, Abilene, TX 42193",(972) 786-1934,False,,0.91,94,sweep_v25,2026-06-06T04:42:54.821363,Target for Modern Trade template demo
Pro Air Systems of Page,HVAC,Page,AZ,Arizona,"7288 Pine St, Page, AZ 14017",(480) 419-6488,True,,0.68,45,sweep_v25,2026-06-06T04:42:54.821405,Target for Modern Trade template demo
Summit Edinburg Eatery,Restaurant,Edinburg,TX,Texas,"9914 Church St, Edinburg, TX 32944",(214) 730-4840,True,,0.64,45,sweep_v25,2026-06-06T04:42:54.821447,Target for Elegant Food template demo
Boss Cohoes Roofing Services,Roofing,Cohoes,NY,New York,"1003 Lake Dr, Cohoes, NY 34687",(347) 265-8190,True,,0.89,52,sweep_v25,2026-06-06T04:42:54.821489,Target for Modern Trade template demo
Clear Cooling & Heating of Rye,HVAC,Rye,NY,New York,"9113 Adams St, Rye, NY 76154",(914) 304-8257,False,,0.77,97,sweep_v25,2026-06-06T04:42:54.821531,Target for Modern Trade template demo
United Olean AC & Heating,HVAC,Olean,NY,New York,"3897 Market St, Olean, NY 75257",(718) 781-9693,False,,0.7,97,sweep_v25,2026-06-06T04:42:54.821574,Target for Modern Trade template demo
Station Ogdensburg Restaurant,Restaurant,Ogdensburg,NY,New York,"635 Sunset Blvd, Ogdensburg, NY 37947",(845) 858-9360,True,,0.65,50,sweep_v25,2026-06-06T04:42:54.821617,Target for Elegant Food template demo
Central Cooling Solutions of Mechanicville,HVAC,Mechanicville,NY,New York,"2722 Madison Ave, Mechanicville, NY 19677",(716) 931-1468,False,,0.78,84,sweep_v25,2026-06-06T04:42:54.821659,Target for Modern Trade template demo
Sunset Oro Valley Mexican Grill,Restaurant,Oro Valley,AZ,Arizona,"9813 Valley Blvd, Oro Valley, AZ 86562",(623) 982-7062,True,,0.77,50,sweep_v25,2026-06-06T04:42:54.821703,Target for Elegant Food template demo
Blue Rome Comfort Systems,HVAC,Rome,NY,New York,"7671 Pine St, Rome, NY 93618",(212) 519-8457,True,,0.7,53,sweep_v25,2026-06-06T04:42:54.821745,Target for Modern Trade template demo
Family Albany Exteriors,Roofing,Albany,NY,New York,"2332 Industrial Blvd, Albany, NY 21950",(347) 305-2476,True,,0.89,50,sweep_v25,2026-06-06T04:42:54.821787,Target for Modern Trade template demo
Johnson Heating & Cooling,HVAC,Southlake,TX,Texas,"3919 Jackson Blvd, Southlake, TX 68365",(830) 307-1441,False,,0.75,89,sweep_v25,2026-06-06T04:42:54.821828,Target for Modern Trade template demo
Sunset Mexican Grill,Restaurant,Big Spring,TX,Texas,"5378 Oak Ave, Big Spring, TX 82634",(903) 606-6123,False,,0.79,86,sweep_v25,2026-06-06T04:42:54.821870,Target for Elegant Food template demo
Norton Keller Climate Control,HVAC,Keller,TX,Texas,"2387 Commerce St, Keller, TX 86196",(409) 963-1719,False,,0.85,100,sweep_v25,2026-06-06T04:42:54.821912,Target for Modern Trade template demo
Paradise Little Elm Italian Kitchen,Restaurant,Little Elm,TX,Texas,"9139 Jefferson Dr, Little Elm, TX 79402",(903) 923-1770,True,,0.81,41,sweep_v25,2026-06-06T04:42:54.821957,Target for Elegant Food template demo
Service El Paso Air Systems,HVAC,El Paso,TX,Texas,"3330 Veterans Blvd, El Paso, TX 56338",(915) 391-2947,True,,0.77,60,sweep_v25,2026-06-06T04:42:54.821999,Target for Modern Trade template demo
Capital Roofing & Remodeling of Allen,Roofing,Allen,TX,Texas,"8564 Enterprise Rd, Allen, TX 25684",(281) 670-9566,True,,0.67,62,sweep_v25,2026-06-06T04:42:54.822041,Target for Modern Trade template demo
Crown Little Falls Steakhouse,Restaurant,Little Falls,NY,New York,"9234 Valley Blvd, Little Falls, NY 59327",(631) 279-4986,False,,0.9,77,sweep_v25,2026-06-06T04:42:54.822084,Target for Elegant Food template demo
Signature Home Improvements of North Tonawanda,Roofing,North Tonawanda,NY,New York,"3841 1st Ave, North Tonawanda, NY 30480",(631) 904-5812,True,,0.73,58,sweep_v25,2026-06-06T04:42:54.822127,Target for Modern Trade template demo
Precision Heating & Air,HVAC,College Station,TX,Texas,"239 Cedar Ln, College Station, TX 33685",(409) 674-3884,False,,0.92,96,sweep_v25,2026-06-06T04:42:54.822169,Target for Modern Trade template demo
Royal Dallas BBQ & Grill,Restaurant,Dallas,TX,Texas,"2383 Spring St, Dallas, TX 84874",(254) 924-5851,False,,0.93,88,sweep_v25,2026-06-06T04:42:54.822252,Target for Elegant Food template demo
Capital Chandler Temperature Control,HVAC,Chandler,AZ,Arizona,"9908 Business Park Dr, Chandler, AZ 26188",(602) 514-2619,False,,0.74,85,sweep_v25,2026-06-06T04:42:54.822302,Target for Modern Trade template demo
Olive Kitchen,Restaurant,Jamestown,NY,New York,"272 Madison Ave, Jamestown, NY 53925",(516) 270-8349,True,,0.9,49,sweep_v25,2026-06-06T04:42:54.822346,Target for Elegant Food template demo
Golden Heating & Cooling of Elmira,HVAC,Elmira,NY,New York,"9422 Broadway, Elmira, NY 78901",(718) 398-6148,False,,0.83,97,sweep_v25,2026-06-06T04:42:54.822388,Target for Modern Trade template demo
Gulf Climate Control,HVAC,Peoria,AZ,Arizona,"4642 River Rd, Peoria, AZ 64971",(928) 498-5015,True,,0.6,55,sweep_v25,2026-06-06T04:42:54.822430,Target for Modern Trade template demo
Clear Yuma HVAC,HVAC,Yuma,AZ,Arizona,"4419 Church St, Yuma, AZ 59963",(480) 768-3247,True,,0.82,51,sweep_v25,2026-06-06T04:42:54.822472,Target for Modern Trade template demo
Sunrise New York City Mechanical,HVAC,New York City,NY,New York,"4513 Lake Dr, New York City, NY 73643",(914) 424-5754,True,,0.85,50,sweep_v25,2026-06-06T04:42:54.822514,Target for Modern Trade template demo
West HVAC Services of Carrollton,HVAC,Carrollton,TX,Texas,"1127 Franklin St, Carrollton, TX 95612",(432) 626-3713,True,,0.65,58,sweep_v25,2026-06-06T04:42:54.822556,Target for Modern Trade template demo
Lone Star Steakhouse,Restaurant,Saratoga Springs,NY,New York,"8078 Valley Blvd, Saratoga Springs, NY 29890",(315) 902-2497,True,,0.82,44,sweep_v25,2026-06-06T04:42:54.822602,Target for Elegant Food template demo
Quality Troy Roofing & Construction,Roofing,Troy,NY,New York,"560 1st Ave, Troy, NY 98929",(347) 777-9372,False,,0.82,89,sweep_v25,2026-06-06T04:42:54.822644,Target for Modern Trade template demo
AA HVAC Services of Coppell,HVAC,Coppell,TX,Texas,"8220 School St, Coppell, TX 88161",(254) 720-5989,True,,0.75,55,sweep_v25,2026-06-06T04:42:54.822686,Target for Modern Trade template demo
Golden Service Experts of Hornell,HVAC,Hornell,NY,New York,"9766 School St, Hornell, NY 15535",(845) 714-4498,False,,0.7,93,sweep_v25,2026-06-06T04:42:54.822727,Target for Modern Trade template demo
Imperial AC & Heating of Pflugerville,HVAC,Pflugerville,TX,Texas,"3962 Church St, Pflugerville, TX 50852",(281) 217-7805,False,,0.87,98,sweep_v25,2026-06-06T04:42:54.822807,Target for Modern Trade template demo
Sunrise Heating & Air of Jamestown,HVAC,Jamestown,NY,New York,"5158 School St, Jamestown, NY 49341",(585) 429-6616,True,,0.74,50,sweep_v25,2026-06-06T04:42:54.822851,Target for Modern Trade template demo
Keystone Roofing of Hudson,Roofing,Hudson,NY,New York,"2889 Church St, Hudson, NY 49468",(631) 682-4864,False,,0.89,100,sweep_v25,2026-06-06T04:42:54.822895,Target for Modern Trade template demo
New White Plains Bistro & Bar,Restaurant,White Plains,NY,New York,"3817 Jackson Blvd, White Plains, NY 86121",(845) 777-7274,True,,0.6,37,sweep_v25,2026-06-06T04:42:54.822941,Target for Elegant Food template demo
Embers Mission Pizzeria,Restaurant,Mission,TX,Texas,"366 River Rd, Mission, TX 38213",(979) 611-9071,True,,0.66,54,sweep_v25,2026-06-06T04:42:54.822983,Target for Elegant Food template demo
Integrity Wickenburg Home Improvements,Roofing,Wickenburg,AZ,Arizona,"1883 Church St, Wickenburg, AZ 99004",(623) 363-9740,False,,0.84,89,sweep_v25,2026-06-06T04:42:54.823025,Target for Modern Trade template demo
Iron Holbrook Roofing & Remodeling,Roofing,Holbrook,AZ,Arizona,"7066 Valley Blvd, Holbrook, AZ 16164",(623) 446-9780,True,,0.6,57,sweep_v25,2026-06-06T04:42:54.823074,Target for Modern Trade template demo
Pride Roofing Services,Roofing,Pflugerville,TX,Texas,"3277 Technology Dr, Pflugerville, TX 10461",(325) 314-6929,False,,0.92,99,sweep_v25,2026-06-06T04:42:54.823130,Target for Modern Trade template demo
Home Conroe AC & Heating,HVAC,Conroe,TX,Texas,"3439 Innovation Blvd, Conroe, TX 17941",(956) 541-5879,True,,0.77,56,sweep_v25,2026-06-06T04:42:54.823186,Target for Modern Trade template demo
Valley Pearland Roofers,Roofing,Pearland,TX,Texas,"2081 Monroe Ave, Pearland, TX 33552",(210) 397-8486,False,,0.86,94,sweep_v25,2026-06-06T04:42:54.823271,Target for Modern Trade template demo
Total Kyle HVAC,HVAC,Kyle,TX,Texas,"5980 1st Ave, Kyle, TX 64690",(281) 837-7654,True,,0.75,51,sweep_v25,2026-06-06T04:42:54.823318,Target for Modern Trade template demo
Old Norwich Deli & Market,Restaurant,Norwich,NY,New York,"2088 Adams St, Norwich, NY 61571",(516) 597-8302,True,,0.88,40,sweep_v25,2026-06-06T04:42:54.823361,Target for Elegant Food template demo
Western Roofing Co.,Roofing,Apache Junction,AZ,Arizona,"9028 Commerce St, Apache Junction, AZ 83666",(480) 307-1517,False,,0.73,100,sweep_v25,2026-06-06T04:42:54.823407,Target for Modern Trade template demo
Advanced Exteriors,Roofing,Tonawanda,NY,New York,"4074 Jefferson Dr, Tonawanda, NY 67265",(347) 737-7724,True,,0.75,61,sweep_v25,2026-06-06T04:42:54.823449,Target for Modern Trade template demo
Port Coppell Cafe & Grill,Restaurant,Coppell,TX,Texas,"3000 Commerce St, Coppell, TX 58573",(806) 404-9856,True,,0.64,44,sweep_v25,2026-06-06T04:42:54.823492,Target for Elegant Food template demo
Absolute Roofing Co.,Roofing,White Plains,NY,New York,"1588 Lincoln Ave, White Plains, NY 62758",(585) 923-5503,False,,0.89,90,sweep_v25,2026-06-06T04:42:54.823534,Target for Modern Trade template demo
Southwest North Richland Hills Kitchen,Restaurant,North Richland Hills,TX,Texas,"333 School St, North Richland Hills, TX 11160",(281) 951-4871,False,,0.71,90,sweep_v25,2026-06-06T04:42:54.823579,Target for Elegant Food template demo
Wild Denton Eatery,Restaurant,Denton,TX,Texas,"963 Veterans Blvd, Denton, TX 32213",(940) 314-5829,False,,0.91,86,sweep_v25,2026-06-06T04:42:54.823620,Target for Elegant Food template demo
Integrity Roofing of Corpus Christi,Roofing,Corpus Christi,TX,Texas,"7252 Technology Dr, Corpus Christi, TX 73045",(936) 986-1073,False,,0.89,100,sweep_v25,2026-06-06T04:42:54.823663,Target for Modern Trade template demo
Central Mechanical of Bedford,HVAC,Bedford,TX,Texas,"4214 Washington Blvd, Bedford, TX 97640",(806) 639-4246,True,,0.8,54,sweep_v25,2026-06-06T04:42:54.823709,Target for Modern Trade template demo
Desert Casa Grande Service Experts,HVAC,Casa Grande,AZ,Arizona,"1304 Broadway, Casa Grande, AZ 72585",(623) 668-9801,False,,0.73,95,sweep_v25,2026-06-06T04:42:54.823751,Target for Modern Trade template demo
Vista Bistro & Bar,Restaurant,Fort Worth,TX,Texas,"187 River Rd, Fort Worth, TX 95361",(469) 777-5349,True,,0.8,43,sweep_v25,2026-06-06T04:42:54.823793,Target for Elegant Food template demo
Sunset Cafe & Grill,Restaurant,Clifton,AZ,Arizona,"5041 Jackson Blvd, Clifton, AZ 89275",(520) 414-2305,True,,0.71,45,sweep_v25,2026-06-06T04:42:54.823835,Target for Elegant Food template demo
White Del Rio Cooling & Heating,HVAC,Del Rio,TX,Texas,"7926 Valley Blvd, Del Rio, TX 47549",(903) 783-6859,True,,0.81,60,sweep_v25,2026-06-06T04:42:54.823876,Target for Modern Trade template demo
Southwest Air Conditioning & Heating,HVAC,Amarillo,TX,Texas,"2339 Spring St, Amarillo, TX 42035",(737) 774-3084,False,,0.88,88,sweep_v25,2026-06-06T04:42:54.823918,Target for Modern Trade template demo
Rescue Roofing Company,Roofing,Conroe,TX,Texas,"8176 Center St, Conroe, TX 57265",(936) 299-5378,False,,0.93,91,sweep_v25,2026-06-06T04:42:54.823965,Target for Modern Trade template demo
Heritage Allen Bakery & Cafe,Restaurant,Allen,TX,Texas,"2019 Enterprise Rd, Allen, TX 45490",(915) 213-4276,False,,0.72,94,sweep_v25,2026-06-06T04:42:54.824008,Target for Elegant Food template demo
Classic Roofing,Roofing,Paris,TX,Texas,"9366 Church St, Paris, TX 88947",(432) 814-3633,False,,0.75,100,sweep_v25,2026-06-06T04:42:54.824050,Target for Modern Trade template demo
Embers Italian Kitchen,Restaurant,Round Rock,TX,Texas,"2974 State St, Round Rock, TX 68696",(817) 365-6091,False,,0.76,95,sweep_v25,2026-06-06T04:42:54.824092,Target for Elegant Food template demo
Port Greenville Sushi Bar,Restaurant,Greenville,TX,Texas,"6901 Center St, Greenville, TX 37443",(512) 653-3391,True,,0.86,54,sweep_v25,2026-06-06T04:42:54.824133,Target for Elegant Food template demo
Victory Roofing Solutions of Little Elm,Roofing,Little Elm,TX,Texas,"6709 1st Ave, Little Elm, TX 53584",(737) 554-2434,False,,0.72,98,sweep_v25,2026-06-06T04:42:54.824175,Target for Modern Trade template demo
Salt Missouri City Italian Kitchen,Restaurant,Missouri City,TX,Texas,"664 Broadway, Missouri City, TX 15734",(830) 536-4998,True,,0.76,43,sweep_v25,2026-06-06T04:42:54.824240,Target for Elegant Food template demo
AAA Ogdensburg Roofing Co.,Roofing,Ogdensburg,NY,New York,"5181 Enterprise Rd, Ogdensburg, NY 43882",(585) 597-9682,True,,0.87,57,sweep_v25,2026-06-06T04:42:54.824286,Target for Modern Trade template demo
A1 Rome Metal Roofing,Roofing,Rome,NY,New York,"7839 Jefferson Dr, Rome, NY 72768",(845) 946-2878,True,,0.89,58,sweep_v25,2026-06-06T04:42:54.824331,Target for Modern Trade template demo
Theo's Sushi Bar,Restaurant,Mount Vernon,NY,New York,"736 River Rd, Mount Vernon, NY 33405",(718) 327-3398,True,,0.63,52,sweep_v25,2026-06-06T04:42:54.824373,Target for Elegant Food template demo
Lake Restaurant,Restaurant,Chino Valley,AZ,Arizona,"9438 Highland Ave, Chino Valley, AZ 55528",(928) 769-9650,True,,0.88,40,sweep_v25,2026-06-06T04:42:54.824415,Target for Elegant Food template demo
Expert Roofing Co.,Roofing,Middletown,NY,New York,"1523 Pine St, Middletown, NY 76485",(917) 908-4672,True,,0.81,54,sweep_v25,2026-06-06T04:42:54.824459,Target for Modern Trade template demo
West Mexican Grill,Restaurant,Schenectady,NY,New York,"8253 Hamilton Ave, Schenectady, NY 46951",(607) 545-4905,False,,0.87,77,sweep_v25,2026-06-06T04:42:54.824502,Target for Elegant Food template demo
Premier Rochester Climate Control,HVAC,Rochester,NY,New York,"7900 Jefferson Dr, Rochester, NY 52284",(212) 747-9430,False,,0.92,86,sweep_v25,2026-06-06T04:42:54.824544,Target for Modern Trade template demo
Shield Roofing Contractors,Roofing,Norwich,NY,New York,"4405 Pine St, Norwich, NY 87618",(518) 405-6073,False,,0.73,100,sweep_v25,2026-06-06T04:42:54.824586,Target for Modern Trade template demo
Boss Newburgh Roofing Solutions,Roofing,Newburgh,NY,New York,"5618 Maple Dr, Newburgh, NY 90271",(631) 490-3144,False,,0.8,92,sweep_v25,2026-06-06T04:42:54.824628,Target for Modern Trade template demo
Express Roofing Services of Scottsdale,Roofing,Scottsdale,AZ,Arizona,"7887 Park Ave, Scottsdale, AZ 98882",(480) 669-7511,True,,0.76,62,sweep_v25,2026-06-06T04:42:54.824669,Target for Modern Trade template demo
Highland Niagara Falls Grille,Restaurant,Niagara Falls,NY,New York,"6008 Technology Dr, Niagara Falls, NY 30495",(585) 235-8658,True,,0.69,51,sweep_v25,2026-06-06T04:42:54.824711,Target for Elegant Food template demo
American AC & Heating,HVAC,Brownsville,TX,Texas,"505 Commerce St, Brownsville, TX 85579",(806) 487-3007,True,,0.74,45,sweep_v25,2026-06-06T04:42:54.824753,Target for Modern Trade template demo
Capital Home Improvements,Roofing,Watertown,NY,New York,"6456 River Rd, Watertown, NY 51447",(845) 202-9568,True,,0.72,49,sweep_v25,2026-06-06T04:42:54.824794,Target for Modern Trade template demo
Blue Italian Kitchen,Restaurant,Prescott,AZ,Arizona,"687 1st Ave, Prescott, AZ 22901",(520) 655-8984,True,,0.75,42,sweep_v25,2026-06-06T04:42:54.824836,Target for Elegant Food template demo
Cactus Air & Heating,HVAC,Little Elm,TX,Texas,"5895 Main St, Little Elm, TX 61527",(726) 917-1497,True,,0.81,58,sweep_v25,2026-06-06T04:42:54.824879,Target for Modern Trade template demo
Supreme Shingle & Siding of Nogales,Roofing,Nogales,AZ,Arizona,"4828 Madison Ave, Nogales, AZ 21364",(623) 444-2822,True,,0.85,54,sweep_v25,2026-06-06T04:42:54.824922,Target for Modern Trade template demo
Great Salamanca Diner,Restaurant,Salamanca,NY,New York,"3135 Park Ave, Salamanca, NY 35922",(212) 680-8886,True,,0.88,37,sweep_v25,2026-06-06T04:42:54.824968,Target for Elegant Food template demo
Superior Cooling Solutions,HVAC,Euless,TX,Texas,"825 Elm St, Euless, TX 37128",(936) 958-3581,True,,0.69,57,sweep_v25,2026-06-06T04:42:54.825010,Target for Modern Trade template demo
River Carrollton Bistro & Bar,Restaurant,Carrollton,TX,Texas,"3619 Lincoln Ave, Carrollton, TX 92230",(737) 256-5301,True,,0.69,44,sweep_v25,2026-06-06T04:42:54.825052,Target for Elegant Food template demo
Island San Marcos Italian Kitchen,Restaurant,San Marcos,TX,Texas,"3479 Technology Dr, San Marcos, TX 40650",(940) 359-3986,False,,0.77,84,sweep_v25,2026-06-06T04:42:54.825094,Target for Elegant Food template demo
Tower Exteriors of Farmers Branch,Roofing,Farmers Branch,TX,Texas,"1651 Broadway, Farmers Branch, TX 60336",(210) 773-7031,True,,0.88,50,sweep_v25,2026-06-06T04:42:54.825136,Target for Modern Trade template demo
Eagle Bedford Roofing & Remodeling,Roofing,Bedford,TX,Texas,"9677 Maple Dr, Bedford, TX 26543",(903) 296-3310,False,,0.9,95,sweep_v25,2026-06-06T04:42:54.825178,Target for Modern Trade template demo
Harbor Harlingen Cafe & Grill,Restaurant,Harlingen,TX,Texas,"6045 Valley Blvd, Harlingen, TX 45593",(817) 913-6667,True,,0.84,41,sweep_v25,2026-06-06T04:42:54.825247,Target for Elegant Food template demo
Lake Oswego Bakery & Cafe,Restaurant,Oswego,NY,New York,"8433 Elm St, Oswego, NY 41700",(607) 633-1118,False,,0.88,87,sweep_v25,2026-06-06T04:42:54.825292,Target for Elegant Food template demo
Lone Star Air & Heating of Allen,HVAC,Allen,TX,Texas,"4346 Hill St, Allen, TX 72367",(726) 730-7216,True,,0.72,52,sweep_v25,2026-06-06T04:42:54.825337,Target for Modern Trade template demo
Silver HVAC Solutions of Grand Prairie,HVAC,Grand Prairie,TX,Texas,"3752 Technology Dr, Grand Prairie, TX 22403",(817) 621-6006,False,,0.75,91,sweep_v25,2026-06-06T04:42:54.825380,Target for Modern Trade template demo
All-Pro Air & Heating of DeSoto,HVAC,DeSoto,TX,Texas,"3188 Market St, DeSoto, TX 17205",(409) 500-1081,True,,0.77,49,sweep_v25,2026-06-06T04:42:54.825421,Target for Modern Trade template demo
American Mesquite HVAC Services,HVAC,Mesquite,TX,Texas,"2303 1st Ave, Mesquite, TX 92526",(325) 375-3800,True,,0.71,53,sweep_v25,2026-06-06T04:42:54.825463,Target for Modern Trade template demo
Total Home Improvements,Roofing,Paradise Valley,AZ,Arizona,"7151 Park Ave, Paradise Valley, AZ 25481",(623) 743-2563,True,,0.72,55,sweep_v25,2026-06-06T04:42:54.825505,Target for Modern Trade template demo
Five Georgetown Mexican Grill,Restaurant,Georgetown,TX,Texas,"6463 Franklin St, Georgetown, TX 97761",(469) 381-9067,False,,0.84,87,sweep_v25,2026-06-06T04:42:54.825547,Target for Elegant Food template demo
Silver Sushi Bar,Restaurant,Lancaster,TX,Texas,"7181 School St, Lancaster, TX 19341",(361) 246-7958,False,,0.94,83,sweep_v25,2026-06-06T04:42:54.825590,Target for Elegant Food template demo
Ridge Shingle & Siding of Sherman,Roofing,Sherman,TX,Texas,"3016 2nd St, Sherman, TX 48967",(214) 751-1018,False,,0.72,100,sweep_v25,2026-06-06T04:42:54.825632,Target for Modern Trade template demo
Family Lewisville Mechanical,HVAC,Lewisville,TX,Texas,"5830 Valley Blvd, Lewisville, TX 51097",(432) 450-5310,True,,0.82,52,sweep_v25,2026-06-06T04:42:54.825673,Target for Modern Trade template demo
Grand Bistro & Bar,Restaurant,Hurst,TX,Texas,"8164 School St, Hurst, TX 42783",(469) 789-1824,False,,0.81,92,sweep_v25,2026-06-06T04:42:54.825715,Target for Elegant Food template demo
United Comfort Systems,HVAC,Midland,TX,Texas,"5122 Innovation Blvd, Midland, TX 66692",(979) 323-7115,False,,0.76,99,sweep_v25,2026-06-06T04:42:54.825759,Target for Modern Trade template demo
Pro Florence Shingle & Siding,Roofing,Florence,AZ,Arizona,"4524 Technology Dr, Florence, AZ 59730",(520) 836-6411,True,,0.61,48,sweep_v25,2026-06-06T04:42:54.825801,Target for Modern Trade template demo
Union Utica Italian Kitchen,Restaurant,Utica,NY,New York,"8655 Pine St, Utica, NY 89430",(607) 513-4504,False,,0.9,87,sweep_v25,2026-06-06T04:42:54.825843,Target for Elegant Food template demo
Island Plattsburgh Diner,Restaurant,Plattsburgh,NY,New York,"2587 2nd St, Plattsburgh, NY 27730",(929) 229-2756,True,,0.64,37,sweep_v25,2026-06-06T04:42:54.825891,Target for Elegant Food template demo
Southwest Eatery,Restaurant,Casa Grande,AZ,Arizona,"4711 Maple Dr, Casa Grande, AZ 52231",(623) 954-1930,True,,0.89,53,sweep_v25,2026-06-06T04:42:54.825952,Target for Elegant Food template demo
Atlas Heating & Air,HVAC,New Rochelle,NY,New York,"6555 Franklin St, New Rochelle, NY 54554",(646) 474-4448,True,,0.72,54,sweep_v25,2026-06-06T04:42:54.826011,Target for Modern Trade template demo
King's Page Pizza & Pasta,Restaurant,Page,AZ,Arizona,"5125 Oak Ave, Page, AZ 35817",(928) 305-5655,True,,0.64,48,sweep_v25,2026-06-06T04:42:54.826068,Target for Elegant Food template demo
Pacific Roof Specialists,Roofing,Amsterdam,NY,New York,"271 1st Ave, Amsterdam, NY 78066",(212) 419-1518,True,,0.84,61,sweep_v25,2026-06-06T04:42:54.826124,Target for Modern Trade template demo
Midtown Diner,Restaurant,League City,TX,Texas,"574 Highland Ave, League City, TX 46419",(806) 637-8409,True,,0.61,53,sweep_v25,2026-06-06T04:42:54.826181,Target for Elegant Food template demo
JD Temperature Control of Scottsdale,HVAC,Scottsdale,AZ,Arizona,"3534 Technology Dr, Scottsdale, AZ 85295",(480) 305-8298,False,,0.74,92,sweep_v25,2026-06-06T04:42:54.826280,Target for Modern Trade template demo
Pinnacle Construction & Roofing of Huntsville,Roofing,Huntsville,TX,Texas,"2410 Lincoln Ave, Huntsville, TX 25979",(915) 452-4365,False,,0.71,93,sweep_v25,2026-06-06T04:42:54.826332,Target for Modern Trade template demo
Brick Conroe Steakhouse,Restaurant,Conroe,TX,Texas,"4298 Cedar Ln, Conroe, TX 49798",(972) 383-6827,True,,0.78,43,sweep_v25,2026-06-06T04:42:54.826376,Target for Elegant Food template demo
Arch Roofers of Show Low,Roofing,Show Low,AZ,Arizona,"1524 Lincoln Ave, Show Low, AZ 57955",(520) 257-7809,False,,0.71,88,sweep_v25,2026-06-06T04:42:54.826421,Target for Modern Trade template demo
Lone Star Rochester Roofers,Roofing,Rochester,NY,New York,"559 Elm St, Rochester, NY 56394",(716) 934-8919,True,,0.77,55,sweep_v25,2026-06-06T04:42:54.826463,Target for Modern Trade template demo
